timestamp,pid,proc_name,score,label,pkts
2026-01-21 20:14:15,12976,svchost,0.999999,Normal Traffic,3
2026-01-21 20:14:16,12804,SearchHost,0.999996,Normal Traffic,79
2026-01-21 20:14:17,17200,chrome,1.000000,Normal Traffic,55
2026-01-21 20:14:17,20600,Wireshark,1.000000,Normal Traffic,1
2026-01-21 20:14:20,17200,chrome,0.999995,Normal Traffic,24
2026-01-21 20:14:21,17200,chrome,0.999966,Normal Traffic,3000
2026-01-21 20:14:28,17200,chrome,0.999997,Normal Traffic,87
2026-01-21 20:14:29,17200,chrome,0.999964,Normal Traffic,3000
2026-01-21 20:14:40,17200,chrome,0.999978,Normal Traffic,3000
2026-01-21 20:14:44,17200,chrome,0.999988,Normal Traffic,27
2026-01-21 20:14:47,6212,svchost,0.999997,Normal Traffic,13
2026-01-21 20:14:50,17200,chrome,0.999976,Normal Traffic,335
2026-01-21 20:14:50,17200,chrome,0.999999,Normal Traffic,102
2026-01-21 20:14:52,17200,chrome,0.999999,Normal Traffic,44
2026-01-21 20:15:11,4,System,0.999973,Normal Traffic,2
2026-01-21 20:15:11,4,System,0.999991,Normal Traffic,2
2026-01-21 20:15:20,17200,chrome,0.999999,Normal Traffic,932
2026-01-21 20:15:22,17200,chrome,0.999993,Normal Traffic,15
2026-01-21 20:15:23,17200,chrome,0.999996,Normal Traffic,45
2026-01-21 20:15:25,17200,chrome,0.999997,Normal Traffic,204
2026-01-21 20:15:27,22020,brave,0.999998,Normal Traffic,11
2026-01-21 20:15:34,17200,chrome,0.999992,Normal Traffic,349
2026-01-21 20:15:39,26056,python,0.605103,Normal Traffic,14
2026-01-21 20:15:45,17200,chrome,0.999999,Normal Traffic,555
2026-01-21 20:15:52,17200,chrome,0.999961,Normal Traffic,2900
2026-01-21 20:15:54,22020,brave,0.999991,Normal Traffic,8
2026-01-21 20:15:57,2504,svchost,0.587369,Normal Traffic,268
2026-01-21 20:16:05,17200,chrome,0.999985,Normal Traffic,1747
2026-01-21 20:16:08,17200,chrome,0.999995,Normal Traffic,717
2026-01-21 20:16:08,17200,chrome,0.999987,Normal Traffic,5
2026-01-21 20:16:29,22020,brave,0.999999,Normal Traffic,2
2026-01-21 20:16:29,22020,brave,0.999998,Normal Traffic,1
2026-01-21 20:16:29,22020,brave,1.000000,Normal Traffic,6
2026-01-21 20:16:30,24700,msedge,0.999996,Normal Traffic,2
2026-01-21 20:16:34,15448,Widgets,0.999990,Normal Traffic,16
2026-01-21 20:16:37,23116,Code,0.999995,Normal Traffic,7
2026-01-21 20:16:43,22020,brave,0.999987,Normal Traffic,3000
2026-01-21 20:16:49,22020,brave,0.999983,Normal Traffic,3000
2026-01-21 20:16:56,19668,LestaErrorMonitor,0.999997,Normal Traffic,7
2026-01-21 20:16:58,10404,lgc,0.999998,Normal Traffic,10
2026-01-21 20:17:11,10992,gamingservices,0.999981,Normal Traffic,9
2026-01-21 20:17:15,8708,Code,0.999994,Normal Traffic,24
2026-01-21 20:17:19,21640,EXCEL,0.999994,Normal Traffic,9
2026-01-21 20:17:43,13496,Hiddify,0.999996,Normal Traffic,7
2026-01-21 20:17:50,22020,brave,0.999989,Normal Traffic,8
2026-01-21 20:17:51,22020,brave,0.999992,Normal Traffic,56
2026-01-21 20:17:52,22020,brave,0.999995,Normal Traffic,5
2026-01-21 20:17:58,22020,brave,0.999995,Normal Traffic,18
2026-01-21 20:18:00,22020,brave,0.999997,Normal Traffic,21
2026-01-21 20:18:10,10644,warp-svc,0.999998,Normal Traffic,8
2026-01-21 20:18:11,22020,brave,0.999984,Normal Traffic,903
2026-01-21 20:18:11,22020,brave,0.999997,Normal Traffic,26
2026-01-21 20:18:12,22020,brave,0.999999,Normal Traffic,20
2026-01-21 20:18:13,22020,brave,0.999999,Normal Traffic,177
2026-01-21 20:18:13,22020,brave,0.999999,Normal Traffic,27
2026-01-21 20:18:15,22020,brave,0.999995,Normal Traffic,11
2026-01-21 20:18:15,22020,brave,0.999998,Normal Traffic,2
2026-01-21 20:18:15,22020,brave,0.999985,Normal Traffic,1
2026-01-21 20:18:17,22020,brave,0.999996,Normal Traffic,14
2026-01-21 20:18:24,15448,Widgets,0.999907,Normal Traffic,2
2026-01-21 20:18:25,2224,LestaErrorMonitor,0.999999,Normal Traffic,33
2026-01-21 20:18:27,22020,brave,0.999999,Normal Traffic,603
2026-01-21 20:18:28,22020,brave,0.999987,Normal Traffic,2948
2026-01-21 20:18:30,10404,lgc,0.999998,Normal Traffic,10
2026-01-21 20:18:31,22020,brave,0.999996,Normal Traffic,1333
2026-01-21 20:18:34,10404,lgc,1.000000,Normal Traffic,27
2026-01-21 20:18:35,8708,Code,0.999970,Normal Traffic,18
2026-01-21 20:18:45,8708,Code,0.999994,Normal Traffic,1
2026-01-21 20:18:55,22020,brave,0.999987,Normal Traffic,17
2026-01-21 20:19:10,10644,warp-svc,0.999978,Normal Traffic,2
